,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
509,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
232,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,R,Fruit Pie,Staff 3,FPR,Y,N
103,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,S,Fruit Pie,Staff 1,FPS,Y,N
290,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,T,Fruit Pie,Staff 1,FPT,Y,N
192,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,U,Fruit Pie,Staff 1,FPU,N,N
155,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,V,Cookie Dough,Staff 5,CuV,Y,N
193,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,W,Fruit Pie,Staff 1,FPW,N,N
233,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,X,Cookie Dough,Staff 5,CuX,Y,Y
33,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,Y,Gummy Bears,Staff 6,GaY,Y,N
234,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
291,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AA,Cookie Dough,Staff 6,CuAA,Y,Y
235,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
70,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
510,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
292,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
71,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
104,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
194,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AH,Cookie Dough,Staff 5,CuAH,Y,Y
236,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AI,Cookie Dough,Staff 5,CuAI,N,N
195,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,Y
156,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AK,Fruit Pie,Staff 6,FPAK,Y,Y
157,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AL,Gummy Bears,Staff 6,GaAL,Y,Y
34,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AM,Candy Canes,Staff 2,CnAM,Y,Y
196,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AN,Cookie Dough,Staff 5,CuAN,Y,Y
105,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AO,Fruit Pie,Staff 1,FPAO,Y,N
511,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
158,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,Y
72,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
512,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
106,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
35,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
593,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AV,Cookie Dough,Staff 5,CuAV,Y,N
159,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
73,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
237,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
513,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
594,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,Y
160,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
595,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
107,2025-02-22 - 2025-02-28,2/22/2025,2/28/2025,AAD,Fruit Pie,Staff 1,FPAAD,N,N
596,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,A,Fruit Pie,Staff 1,FPA,N,N
36,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,B,Fruit Pie,Staff 1,FPB,N,N
197,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,C,Gummy Bears,Staff 6,GaC,N,N
161,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,D,Fruit Pie,Staff 1,FPD,Y,N
597,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,E,Fruit Pie,Staff 3,FPE,Y,N
37,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,F,Fruit Pie,Staff 3,FPF,Y,N
38,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,G,Candy Canes,Staff 2,CnG,Y,N
162,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,H,Candy Canes,Staff 2,CnH,Y,Y
198,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,I,Candy Canes,Staff 2,CnI,Y,N
598,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
163,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,K,Fruit Pie,Staff 3,FPK,Y,N
599,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,L,Fruit Pie,Staff 1,FPL,N,N
600,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,M,Candy Canes,Staff 2,CnM,Y,N
108,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,N,Fruit Pie,Staff 4,FPN,Y,N
199,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,O,Fruit Pie,Staff 3,FPO,Y,Y
109,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,P,Fruit Pie,Staff 4,FPP,Y,N
39,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,Q,Fruit Pie,Staff 4,FPQ,N,N
514,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,R,Fruit Pie,Staff 3,FPR,Y,Y
238,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,S,Fruit Pie,Staff 1,FPS,N,N
239,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,T,Fruit Pie,Staff 1,FPT,Y,N
515,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,U,Fruit Pie,Staff 1,FPU,N,N
240,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,V,Cookie Dough,Staff 5,CuV,N,N
40,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,W,Fruit Pie,Staff 1,FPW,Y,N
41,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,X,Cookie Dough,Staff 5,CuX,Y,N
164,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
293,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
329,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AA,Cookie Dough,Staff 6,CuAA,N,N
601,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AB,Gummy Bears,Staff 3,GaAB,Y,Y
110,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
294,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
241,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
74,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AF,Fruit Pie,Staff 4,FPAF,N,N
75,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
516,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AH,Cookie Dough,Staff 5,CuAH,Y,N
330,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AI,Cookie Dough,Staff 5,CuAI,Y,Y
331,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
1050,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AK,Fruit Pie,Staff 6,FPAK,Y,Y
1051,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
1052,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
332,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
242,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AO,Fruit Pie,Staff 1,FPAO,Y,N
295,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AP,Gummy Bears,Staff 6,GaAP,Y,Y
200,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
243,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
201,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
244,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
1053,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
202,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AV,Cookie Dough,Staff 5,CuAV,Y,N
203,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
204,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
111,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
333,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
334,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,Y
245,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
76,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
246,2025-03-01 - 2025-03-07,3/1/2025,3/7/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
77,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,A,Fruit Pie,Staff 1,FPA,Y,N
335,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,B,Fruit Pie,Staff 1,FPB,Y,N
336,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,C,Gummy Bears,Staff 6,GaC,Y,N
247,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,D,Fruit Pie,Staff 1,FPD,Y,N
78,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,E,Fruit Pie,Staff 3,FPE,Y,N
602,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,F,Fruit Pie,Staff 3,FPF,Y,N
296,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,G,Candy Canes,Staff 2,CnG,Y,N
205,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,H,Candy Canes,Staff 2,CnH,Y,Y
112,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,I,Candy Canes,Staff 2,CnI,Y,Y
297,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
337,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,K,Fruit Pie,Staff 3,FPK,Y,N
298,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,L,Fruit Pie,Staff 1,FPL,Y,Y
299,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,M,Candy Canes,Staff 2,CnM,Y,Y
79,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,N,Fruit Pie,Staff 4,FPN,Y,N
705,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,O,Fruit Pie,Staff 3,FPO,Y,N
1054,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,P,Fruit Pie,Staff 4,FPP,N,N
603,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
300,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,R,Fruit Pie,Staff 3,FPR,Y,N
301,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,S,Fruit Pie,Staff 1,FPS,Y,N
338,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,T,Fruit Pie,Staff 1,FPT,Y,N
604,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,U,Fruit Pie,Staff 1,FPU,N,N
113,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,V,Cookie Dough,Staff 5,CuV,Y,N
302,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,W,Fruit Pie,Staff 1,FPW,Y,N
605,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,X,Cookie Dough,Staff 5,CuX,Y,N
706,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
606,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
206,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
303,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AB,Gummy Bears,Staff 3,GaAB,N,N
707,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
304,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
114,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
305,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AF,Fruit Pie,Staff 4,FPAF,N,N
306,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
607,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
405,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
307,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
1055,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1056,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
406,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
308,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
608,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AO,Fruit Pie,Staff 1,FPAO,Y,N
339,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AP,Gummy Bears,Staff 6,GaAP,N,N
1057,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
407,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AR,Fruit Pie,Staff 3,FPAR,N,N
340,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
609,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
115,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
1058,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AV,Cookie Dough,Staff 5,CuAV,Y,Y
1059,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
341,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1060,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
342,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
408,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
610,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
80,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
309,2025-03-08 - 2025-03-14,3/8/2025,3/14/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
343,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,A,Fruit Pie,Staff 1,FPA,N,N
81,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,B,Fruit Pie,Staff 1,FPB,Y,N
82,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,C,Gummy Bears,Staff 6,GaC,N,N
116,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,D,Fruit Pie,Staff 1,FPD,Y,N
708,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,E,Fruit Pie,Staff 3,FPE,Y,N
709,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,F,Fruit Pie,Staff 3,FPF,Y,N
310,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,G,Candy Canes,Staff 2,CnG,Y,N
409,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,H,Candy Canes,Staff 2,CnH,Y,N
117,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,I,Candy Canes,Staff 2,CnI,Y,N
1061,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
367,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,K,Fruit Pie,Staff 3,FPK,Y,Y
311,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,L,Fruit Pie,Staff 1,FPL,Y,Y
312,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,M,Candy Canes,Staff 2,CnM,Y,N
710,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,N,Fruit Pie,Staff 4,FPN,Y,N
1062,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,O,Fruit Pie,Staff 3,FPO,Y,N
711,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,P,Fruit Pie,Staff 4,FPP,Y,N
611,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
612,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,R,Fruit Pie,Staff 3,FPR,Y,N
613,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1063,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,T,Fruit Pie,Staff 1,FPT,Y,N
344,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,U,Fruit Pie,Staff 1,FPU,N,N
118,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,V,Cookie Dough,Staff 5,CuV,Y,N
614,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,W,Fruit Pie,Staff 1,FPW,Y,N
313,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,X,Cookie Dough,Staff 5,CuX,Y,N
410,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
314,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,Z,Cookie Dough,Staff 4,CuZ,Y,Y
411,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
615,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AB,Gummy Bears,Staff 3,GaAB,Y,Y
1064,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AC,Fruit Pie,Staff 4,FPAC,N,N
315,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
368,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
316,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
317,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
345,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AH,Cookie Dough,Staff 5,CuAH,Y,N
1065,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
616,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
346,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
712,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AL,Gummy Bears,Staff 6,GaAL,Y,Y
412,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AM,Candy Canes,Staff 2,CnAM,N,N
617,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
318,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AO,Fruit Pie,Staff 1,FPAO,Y,N
319,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
347,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
413,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
369,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
320,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
119,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
414,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AV,Cookie Dough,Staff 5,CuAV,Y,N
348,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
1066,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
713,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AY,Fruit Pie,Staff 6,FPAY,N,N
370,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
415,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
321,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
714,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
1067,2025-03-15 - 2025-03-21,3/15/2025,3/21/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
120,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,A,Fruit Pie,Staff 1,FPA,Y,Y
121,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,B,Fruit Pie,Staff 1,FPB,Y,N
122,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,C,Gummy Bears,Staff 6,GaC,N,N
349,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,D,Fruit Pie,Staff 1,FPD,Y,N
416,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,E,Fruit Pie,Staff 3,FPE,Y,N
371,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,F,Fruit Pie,Staff 3,FPF,N,N
350,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,G,Candy Canes,Staff 2,CnG,Y,N
618,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,H,Candy Canes,Staff 2,CnH,Y,N
372,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,I,Candy Canes,Staff 2,CnI,Y,N
417,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
441,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,K,Fruit Pie,Staff 3,FPK,Y,N
351,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,L,Fruit Pie,Staff 1,FPL,Y,N
418,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,M,Candy Canes,Staff 2,CnM,Y,Y
419,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,N,Fruit Pie,Staff 4,FPN,Y,N
619,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,O,Fruit Pie,Staff 3,FPO,Y,N
420,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,P,Fruit Pie,Staff 4,FPP,Y,N
421,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
1068,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,R,Fruit Pie,Staff 3,FPR,Y,Y
1069,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,S,Fruit Pie,Staff 1,FPS,N,N
620,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,T,Fruit Pie,Staff 1,FPT,Y,N
442,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,U,Fruit Pie,Staff 1,FPU,N,N
373,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,V,Cookie Dough,Staff 5,CuV,N,N
1070,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,W,Fruit Pie,Staff 1,FPW,Y,N
443,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,X,Cookie Dough,Staff 5,CuX,Y,N
715,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,Y,Gummy Bears,Staff 6,GaY,Y,N
444,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,Z,Cookie Dough,Staff 4,CuZ,Y,N
374,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
445,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,AB,Gummy Bears,Staff 3,GaAB,Y,Y
422,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,AC,Fruit Pie,Staff 4,FPAC,N,N
716,2025-03-22 - 2025-03-28,3/22/2025,3/28/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
