,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
198,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
199,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,Y,Y
200,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
201,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
202,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,Y,N
203,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
204,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
205,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,Y
206,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
207,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
208,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
209,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,N,N
210,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,N,N
211,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
212,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,BRC Outreach Team,Outreach Team ,Elena,,N,N
213,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,N,N
214,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,Y
215,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,Y,N
216,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
217,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
218,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
219,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
220,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
221,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,N,N
222,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,MOC Outreach Team,Outreach Team ,Elena,,Y,Y
223,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
224,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,N,N
225,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
226,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
227,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
228,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,N,N
229,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,N,N
230,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
231,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
232,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
233,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,Y
234,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
235,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
236,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
237,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
238,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
239,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
240,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
241,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,MOC Outreach Team,Outreach Team ,Elena,,Y,N
242,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,Y,N
243,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
244,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
245,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
246,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
247,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
248,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,N,N
249,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
250,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
251,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
252,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,N,N
253,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
254,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
255,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,N,N
256,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,INFINITI STABILIZATION,Stabilization,Maggie,BH13,N,N
257,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
258,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,N,N
259,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
260,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
261,2025-01-25 - 2025-01-31,2025-01-25,2025-01-31,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,N,N
262,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
263,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,N,N
264,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
265,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
266,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,N,N
267,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
268,2025-02-01 - 2025-02-07,2025-02-01,2025-02-07,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
269,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
270,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,N,N
271,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
272,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
273,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,N
274,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
275,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,N,N
276,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
277,2025-02-08 - 2025-02-14,2025-02-08,2025-02-14,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,N,N
278,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
279,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,N,N
280,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,N,N
281,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
282,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,INFINITI STABILIZATION,Stabilization,Maggie,BH13,N,N
283,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,N,N
284,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
285,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,N,N
286,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
287,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,N,N
288,2025-02-15 - 2025-02-21,2025-02-15,2025-02-21,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,N,N
289,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
290,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
291,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,Y
292,2025-02-22 - 2025-02-28,2025-02-22,2025-02-28,MOC Outreach Team,Outreach Team ,Elena,,Y,N
293,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
294,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
295,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,Y
296,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,BRC Outreach Team,Outreach Team ,Elena,,Y,N
297,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
298,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,Y
299,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,Y
300,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
301,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,N
302,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
303,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,N,N
304,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
305,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
306,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
307,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
308,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
309,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
310,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,BRC Outreach Team,Outreach Team ,Elena,,Y,N
311,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,Y
312,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
313,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
314,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,Y
315,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
316,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
317,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
318,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,Y,N
319,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
320,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,Y,N
321,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
322,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,MOC Outreach Team,Outreach Team ,Elena,,Y,Y
323,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
324,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
325,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
326,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
327,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
328,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
329,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,N,N
330,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,Y
331,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
332,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
333,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
334,2025-03-01 - 2025-03-07,2025-03-01,2025-03-07,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,Y
335,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
336,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,Y,N
337,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
338,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
339,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
340,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
341,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
342,2025-03-08 - 2025-03-14,2025-03-08,2025-03-14,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
343,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
344,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
345,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,Y,N
346,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
347,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,Y,N
348,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
349,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
350,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,BRC Outreach Team,Outreach Team ,Elena,,Y,N
351,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,Y,N
352,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,N,N
353,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
354,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
355,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
356,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
357,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,BRC Outreach Team,Outreach Team ,Elena,,Y,N
358,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
359,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
360,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
361,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
362,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,N,N
363,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
364,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,N
365,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
366,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
367,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,Y
368,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,MOC Outreach Team,Outreach Team ,Elena,,Y,N
369,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
370,2025-03-15 - 2025-03-21,2025-03-15,2025-03-21,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
371,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,BRC RECEPTION,Safe Haven,Mohammed,M0B1,N,N
372,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
373,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
374,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
375,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
376,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,Y,N
377,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
378,2025-03-22 - 2025-03-28,2025-03-22,2025-03-28,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
379,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
380,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
381,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
382,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
383,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
384,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
385,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
386,2025-03-29 - 2025-04-04,2025-03-29,2025-04-04,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
387,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,BRC Outreach Team,Outreach Team ,Elena,,Y,N
388,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
389,2025-04-05 - 2025-04-11,2025-04-05,2025-04-11,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
390,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,Y
391,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,MOC Outreach Team,Outreach Team ,Elena,,Y,N
392,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,THE BAXTER SAFE HAVEN,Safe Haven,Mohammed,QSH3,Y,N
393,2025-04-12 - 2025-04-18,2025-04-12,2025-04-18,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
394,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
395,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
396,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
397,2025-04-19 - 2025-04-25,2025-04-19,2025-04-25,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,N
